page,section,current_file,media_type,dimensions,weight_kb,related_text,what_text_claims,what_media_shows,correspondence_0_5,deception_risk,technical_quality,repetition_count,distinct_contexts,needs_replacement,required_source,stock_allowed,real_media_required,recommended_action,issue_codes,origin,languages
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/12_atico_cdmx.jpg,image,900x506,112,"$5.6M Bed 3 Bath 3 1500 Sqft Polanco Sky Residence Polanco, Mexico City, México View Details",Polanco Sky Residence,Terraza en azotea con arbol en maceta y skyline indeterminado. No es Polanco ni CDMX identificable.,0,crítico,"OK (900x506, 112 KB)",12,3,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$5.6M Bed 3 Bath 3 1500 Sqft Polanco Sky Residence Polanco, Mexico City, México View Details",Polanco Sky Residence,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/07_villa_dubai.jpg,image,900x506,91,"$28M Bed 3 Bath 3 1600 Sqft Palm Crescent Estate Palm Jumeirah, Dubai, United Arab Emirates View Details",Palm Crescent Estate,Villa contemporanea sobre arena blanca con skyline lejano tipo Dubai. Generica; no es una villa concreta de Palm Jumeirah.,0,crítico,"OK (900x506, 91 KB)",72,13,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$28M Bed 3 Bath 3 1600 Sqft Palm Crescent Estate Palm Jumeirah, Dubai, United Arab Emirates View Details",Palm Crescent Estate,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/08_penthouse_london.jpg,image,900x506,110,"$16.4M Bed 3 Bath 3 1400 Sqft The Belgravia House Belgravia, London, United Kingdom View Details",The Belgravia House,Terraza con sofas y olivos frente a un skyline con puente tipo Tower Bridge. Exterior generico; no hay interior ni atico real.,0,crítico,"OK (900x506, 110 KB)",92,17,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$16.4M Bed 3 Bath 3 1400 Sqft The Belgravia House Belgravia, London, United Kingdom View Details",The Belgravia House,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/09_villa_como.jpg,image,900x506,126,"$11.2M Bed 3 Bath 3 1500 Sqft Villa Cadenabbia Cadenabbia, Lake Como, Italy View Details",Villa Cadenabbia,Villa clasica lacustre con lancha de madera y montanas. Evoca Como; no corresponde a una finca concreta.,0,crítico,"OK (900x506, 126 KB)",108,19,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$11.2M Bed 3 Bath 3 1500 Sqft Villa Cadenabbia Cadenabbia, Lake Como, Italy View Details",Villa Cadenabbia,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-buy.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$4.6M Bed 3 Bath 3 1500 Sqft Casa Aluxes Aldea Zamá, Tulum, México View Details",Casa Aluxes,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/07_villa_dubai.jpg,image,900x506,91,"$28,000 /month Bed 3 Bath 3 1200 Sqft Serene Palm Villa Palm Jumeirah, Dubai, United Arab Emirates View Details",Serene Palm Villa,Villa contemporanea sobre arena blanca con skyline lejano tipo Dubai. Generica; no es una villa concreta de Palm Jumeirah.,0,crítico,"OK (900x506, 91 KB)",72,13,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$28,000 /month Bed 3 Bath 3 1200 Sqft Serene Palm Villa Palm Jumeirah, Dubai, United Arab Emirates View Details",Serene Palm Villa,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/08_penthouse_london.jpg,image,900x506,110,"$52,000 /month Bed 3 Bath 3 1300 Sqft The Thames Penthouse Westminster, London, United Kingdom View Details",The Thames Penthouse,Terraza con sofas y olivos frente a un skyline con puente tipo Tower Bridge. Exterior generico; no hay interior ni atico real.,0,crítico,"OK (900x506, 110 KB)",92,17,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$52,000 /month Bed 3 Bath 3 1300 Sqft The Thames Penthouse Westminster, London, United Kingdom View Details",The Thames Penthouse,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/09_villa_como.jpg,image,900x506,126,"$39,000 /month Bed 3 Bath 3 1500 Sqft Villa Lariana Lake Como, Lombardy, Italy View Details",Villa Lariana,Villa clasica lacustre con lancha de madera y montanas. Evoca Como; no corresponde a una finca concreta.,0,crítico,"OK (900x506, 126 KB)",108,19,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$39,000 /month Bed 3 Bath 3 1500 Sqft Villa Lariana Lake Como, Lombardy, Italy View Details",Villa Lariana,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$18,500 /month Bed 3 Bath 3 1400 Sqft Casa Selva Tulum, Quintana Roo, México View Details",Casa Selva,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/11_villa_marbella.jpg,image,900x506,92,"$26,000 /month Bed 3 Bath 3 1500 Sqft Sierra Blanca Residence Sierra Blanca, Marbella, Spain View Details",Sierra Blanca Residence,Villa blanca moderna con piscina infinita sobre el mar. Generica mediterranea; no es Sierra Blanca ni la Milla de Oro.,0,crítico,"OK (900x506, 92 KB)",44,8,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$26,000 /month Bed 3 Bath 3 1500 Sqft Sierra Blanca Residence Sierra Blanca, Marbella, Spain View Details",Sierra Blanca Residence,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/12_atico_cdmx.jpg,image,900x506,112,"$21,000 /month Bed 3 Bath 3 1500 Sqft Polanco Sky Residence Polanco, Mexico City, México View Details",Polanco Sky Residence,Terraza en azotea con arbol en maceta y skyline indeterminado. No es Polanco ni CDMX identificable.,0,crítico,"OK (900x506, 112 KB)",12,3,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$21,000 /month Bed 3 Bath 3 1500 Sqft Polanco Sky Residence Polanco, Mexico City, México View Details",Polanco Sky Residence,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/07_villa_dubai.jpg,image,900x506,91,"$95,000 /month Bed 3 Bath 3 1600 Sqft Palm Crescent Estate Palm Jumeirah, Dubai, United Arab Emirates View Details",Palm Crescent Estate,Villa contemporanea sobre arena blanca con skyline lejano tipo Dubai. Generica; no es una villa concreta de Palm Jumeirah.,0,crítico,"OK (900x506, 91 KB)",72,13,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$95,000 /month Bed 3 Bath 3 1600 Sqft Palm Crescent Estate Palm Jumeirah, Dubai, United Arab Emirates View Details",Palm Crescent Estate,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/08_penthouse_london.jpg,image,900x506,110,"$60,000 /month Bed 3 Bath 3 1400 Sqft The Belgravia House Belgravia, London, United Kingdom View Details",The Belgravia House,Terraza con sofas y olivos frente a un skyline con puente tipo Tower Bridge. Exterior generico; no hay interior ni atico real.,0,crítico,"OK (900x506, 110 KB)",92,17,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$60,000 /month Bed 3 Bath 3 1400 Sqft The Belgravia House Belgravia, London, United Kingdom View Details",The Belgravia House,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/09_villa_como.jpg,image,900x506,126,"$44,000 /month Bed 3 Bath 3 1500 Sqft Villa Cadenabbia Cadenabbia, Lake Como, Italy View Details",Villa Cadenabbia,Villa clasica lacustre con lancha de madera y montanas. Evoca Como; no corresponde a una finca concreta.,0,crítico,"OK (900x506, 126 KB)",108,19,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$44,000 /month Bed 3 Bath 3 1500 Sqft Villa Cadenabbia Cadenabbia, Lake Como, Italy View Details",Villa Cadenabbia,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-rent.html,(root) [img],assets/img/xaru/gen2/10_casa_tulum.jpg,image,900x506,167,"$19,500 /month Bed 3 Bath 3 1500 Sqft Casa Aluxes Aldea Zamá, Tulum, México View Details",Casa Aluxes,"Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,"OK (900x506, 167 KB)",144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-search.html,(root) [img],assets/img/city-dubai.jpg,image,456x550,116,Buy Rent Apartment House Villa Office Commercial Land Search Location... New York London Paris Dubai Tokyo Sydney Toronto Berlin Singapore Mumbai Advanced Search,Private Island — Samaná Bay,Vista urbana vertical de Dubai (Burj/marina).,0,crítico,Baja resolucion para retina (456x550),12,3,sí,Cartografia/orto real de la localizacion declarada del activo,no,sí,RETIRAR. Se presenta Dubai como localizacion de fichas cuya direccion declarada no es Dubai.,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOCATION_RELEASE_REVIEW|LOW_RESOLUTION|MISLEADING_ALT|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
property-listing-search.html,(root) [img],assets/img/xaru/gen2/02_island_rd.jpg,image,1920x1080,414,Land & Developments Private Island — Samaná Bay Dominican Republic Kilometers of pristine beachfront held in a single title — a generational asset of exceptional scale. Price upon application Enquire,Private Island — Samaná Bay,"Islote tropical aereo con palmeras, arrecife turquesa y pequeno embarcadero. Generico caribeno; no corresponde a ninguna parcela titulada verificable.",0,crítico,"OK (1920x1080, 414 KB)",44,8,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-search.html,(root) [img],assets/img/xaru/gen2/03_land_mega.jpg,image,1920x1080,582,"Land & Developments Coastal Development Land 11,000,000+ m² — Dominican Republic Over eleven million square meters of master-plan-ready coastal territory for destination-scale projects. Price upon application Enquire",Coastal Development Land,Duna/matorral costero arido con pistas de tierra vistas desde el aire. No muestra 11.000.000 m2 ni linderos ni cantera alguna.,0,crítico,"OK (1920x1080, 582 KB)",116,16,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
property-listing-search.html,(root) [img],assets/img/xaru/gen2/04_resort_dev.jpg,image,1920x1080,515,"Land & Developments Resort Development — Turnkey Caribbean — from land to operation A resort development structured end to end: land, capital, brand and operating partners under one mandate. Price upon application Enquir",Resort Development — Turnkey,"Palapas de techo de palma con piscina frente a playa y andamiaje de bambu. Lectura: resort boutique construido/en obra, sin identidad de proyecto.",0,crítico,"OK (1920x1080, 515 KB)",56,10,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
